,,,,,,,Public Integrity Measures,,,,,Fiscal Openness,,,Citizen Engagement,,,Procurement,Access to Information Mechanisms,,Open Data,Elections,Justice,Public Services,How is it Done?,,,Who is Affected?,,,,Sectors,,,,,,,,,,,,,,Mainstreaming Issues,,OGP,Sum,Line Ministry Contact,,,,Working Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR,2,Ukraine,Ensuring access to public information,6. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft law on amending some legislative acts of Ukraine on access to information in the form of open data and reuse of information,"State Committee for Television and Radio Broadcasting
Ministry of Justice Minregion State Statistics Service Administration of State Service of Special Communication and Information Protection State Agency for Electronic Governance","UNDP Ukraine, International Renaissance Foundation, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,1,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Ensuring access to public information,7. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft law on exercising state supervision over enjoyment of the right to access to public information,"State Committee for Television and Radio Broadcasting
Ministry of Justice Verkhovna Rada Commissioner for Human Rights (by consent)","International Renaissance Foundation, civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,1,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Ensuring access to public information,8. Taking measures concerning the acquisition by Ukraine of the status of compliance with the Extractive Industries Transparency Initiative standards,"Ministry of Energy and Coal Industry Ministry of Economic Development and Trade
Ministry of Finance Ministry of Ecology and Natural Resources","International Renaissance Foundation, DiXi Group NGO, Kyiv International Energy Club (Q-Club), Analytical Centre for Regional Cooperation NGO, Publish What You Pay international initiative, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,0,0,0,0,1,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Preventing and combating corruption,"9. Preparing and submitting to the Cabinet of Ministers of Ukraine in due course a draft Model Regulation on a Monitoring Committee of Infrastructure Projects, which would envisage the procedures for establishment of supervisory boards for the implementation of infrastructure projects of national and regional levels",Ministry of Infrastructure Minregion Ministry of Finance,"Transparency International Ukraine, other civil society institutions and international organisations (by consent)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Preventing and combating corruption,"10. Developing, with the involvement of members of the public, anti-corruption regional programmes","oblast state administrations, Kyiv city state administration Ministry of Justice","all-Ukrainian NGO “All-Ukrainian Special Board to Combat Corruption and Organised Crime”, other civil society institutions and international organisations (by consent)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Preventing and combating corruption,"11. Developing, with the involvement of members of the public, methodological recommendations on identification of corruption risks in judicial officials’ work and of ways to counteract them",Ministry of Justice,"Transparency International Ukraine, International Renaissance Foundation, all-Ukrainian NGO “All-Ukrainian Special Board to Combat Corruption and Organised Crime”, other civil society institutions and international organisations (by consent)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Preventing and combating corruption,"12. Creating a unified web-portal of civil servants’ declarations of income, property and expenditures for their public-domain disclosure",National Agency for Prevention of Corruption State Fiscal Service National Agency for Civil Service Ministry of Justice Administration of State Service of Special Communication and Information Protection State Agency for Electronic Governance,"Transparency International Ukraine, International Renaissance Foundation, other civil society institutions and international organisations (by consent)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Improving quality of administrative and social services provision,13. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft Law of Ukraine on the Administrative Procedure,Ministry of Justice,"Centre for Political and Legal Reforms, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Improving quality of administrative and social services provision,14. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft law on streamlining of relations concerning payment for administrative services,Ministry of Economic Development and Trade Ministry of Justice Minregion Ministry of Finance,None specified,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Improving quality of administrative and social services provision,15. Implementing a pilot version of a Unified State Portal of Administrative Services to ensure requesting entities’ access to information on administrative services and on entities providing them,Ministry of Economic Development and Trade Ministry of Finance State Agency for Electronic Governance,civil society institutions and international organisations (by consent),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Improving quality of administrative and social services provision,"16. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft law on decentralisation of powers concerning the provision of administrative services, most important to citizens, including to ensure their provision through administrative service provision centres, namely:
registration of residence (stay), execution of identity documents, including for leaving abroad
state registration of legal entities and individual entrepreneurs, real estate rights and their encumbrances, citizens’ associations, and civil status state registration of land plots, entry and issuance of data from the State Land Cadastreregistration of vehicles, execution of driver’s licences",Minregion Ministry of Justice Ministry of Internal Affairs Ministry of Agricultural Policy and Food Ministry of Economic Development and Trade State Registration Service State Migration Service State Agency for Land Resources,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Improving quality of administrative and social services provision,17. Developing and submitting to the Cabinet of Ministers of Ukraine in due course a draft Law of Ukraine on Amending the Law of Ukraine on Social Services (new wording) to ensure equal treatment in the provision of social services to members of different social groups,Ministry of Social Policy,"Coalition of HIV Service Organisations all-Ukrainian charitable foundation, Caritas Ukraine international charitable foundation, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,"18. Developing and submitting to the Cabinet of Ministers of Ukraine in due course the draft laws of Ukraine of top priority for bringing the national legal framework into conformity with the European legislation:
On Amending Some Legislative Acts (to envisage the possible certification with a requesting entity’s own digital signature of validity of a package of electronic copies of scanned documents required to obtain an administrative service, and to establish a requesting entity’s liability for submission of invalid documents and data)
On Amending the Law of Ukraine on the Electronic Digital Signature (to improve the procedure of state regulation in the field of electronic digital signature services, supervise compliance with the electronic digital signature legislation, reform the legislation on the use of public key infrastructure and provision of electronic trust services considering the European Union experience)
On Amending the Law of Ukraine on Citizens’ Appeals
On Amending the Law of Ukraine on Protection of Personal Data",Ministry of Justice State Agency for Electronic Governance Minregion Ministry of Economic Development and Trade Administration of State Service of Special Communication and Information Protection National Commission for State Regulation of Communications and Informatisation State Archive Service,civil society institutions and international organisations (by consent),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,"19. Establishing the Assessment of Electronic Readiness of Ukraine interactive system, and conducting the assessment",State Agency for Electronic Governance Minregion,"Derzhinformresurs National Centre for e-Governance, OSCE Project Coordinator in Ukraine, e-Governance Cities Association of Local Self-Governance Bodies, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,20. Preparing and submitting to the Cabinet of Ministers of Ukraine in due course proposals on the development of a procedure for disclosure of open governmental data on the Internet,State Agency for Electronic Governance Minregion State Committee for Television and Radio Broadcasting State Archive Service,"Derzhinformresurs National Centre for e-Governance, UNDP Ukraine, International Renaissance Foundation, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,1,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,21.Designing the Roadmap for Development of Electronic Democracy,State Agency for Electronic Governance Minregion Ministry of Justice,"Derzhinformresurs National Centre for e-Governance, Transparency International Ukraine, International Renaissance Foundation, UNDP Ukraine, e-Governance Cities Association of Local Self-Governance Bodies, Podillia Agency for Regional Development NGO, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,1,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,"22. Partner implementation of pilot initiatives related to provision of budget information in an open and accessible form on the national, oblast and local levels",Ministry of Finance Minregion,"Derzhinformresurs National Centre for e-Governance, East Europe Foundation, Delegation of the European Commission to Ukraine, other civil society institutions and international organisations, local self-governance bodies (by consent)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,1,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,23. Preparing and submitting to the Cabinet of Ministers of Ukraine in due course a draft resolution on the approval of the Procedure for Processing of Citizens’ Electronic Appeals,State Agency for Electronic Governance Minregion Ministry of Justice Administration of State Service of Special Communication and Information Protection State Archive Service,"UNDP Ukraine, other civil society institutions and international organisations (by consent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
NR,2,Ukraine,Implementing e-governance technologies and developing e-democracy,24. Conducting a national awareness-raising campaign “Public Libraries as Bridges to e-Governance”,"Derzhinformresurs National Centre for e-Governance, Bibliomist Programme, Ukrainian Library Association, other civil society institutions and international organisations (by consent)",e-Governance Basics distance training course developed; training provided to members of district and settlement councils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2,0
940,1,Uruguay,1. Acceso a la información pública,"La Unidad de Acceso a la Información Pública (UAIP) se propone desarrollar una campaña nacional de difusión y sensibilización con el objetivo de promover la construcción, institucionalización y profundización de una cultura de transparencia en el país. Los organismos involucrados son la Unidad de Acceso a la Información Pública y AGESIC. Las metas 2012 son: diseñar y comenzar a ejecutar el plan de difusión y sensibilización. Además mejorar el portal de la UAIP y de Transparencia (transparencia.gub.uy) para facilitar el acceso y participación de los ciudadanos.",UAIP (Unidad de Acceso a la Información Pública) y AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,1,0,b. medium,2,1,0,0,1,1,1,1,0,1,1,New,2,Moderate,2,Clear,Not Specified,2012,1,d. Complete,4,d. Complete,4,0,on schedule,1,1,1,1,New commitment building existing implementation,1,1
941,1,Uruguay,2. Fortalecer la cultura de transparencia,"La Unidad de Acceso a la Información Pública (UAIP) se propone desarrollar un conjunto de acciones para que los sujetos obligados conozcan y se capaciten en la Ley de Acceso a la Información Pública N° 18.381, aprobada en 2008, las obligaciones que implica y el rol de la UAIP para ese cumplimiento. Los organismos involucrados son la Unidad de Acceso a la Información Pública y AGESIC. La meta 2012 es desarrollar contenidos para e-learning y su aplicación en los sujetos obligados.",UAIP (Unidad de Acceso a la Información Pública) y AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),CAinfo (como miembro del Consejo Consultivo Honorario de la Ley de Acceso a la Información Pública),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,2,0,a. low,1,1,1,1,1,0,1,0,1,1,1,Pre-existing,1,Moderate,2,Clear,Not Specified,2012,1,c. Substantial,3,d. Complete,4,1,behind schedule,1,0,0,1,Further work on basic implementation,1,1
942,1,Uruguay,3. Premio Nacional de Transparencia,"Premio Nacional de Transparencia. Este Premio pretende ser el máximo reconocimiento a nivel nacional para las Instituciones públicas que se distinguen por su labor en pro de la transparencia y que por ello representan un modelo a seguir. Los organismos involucrados son: Presidencia de la República, la Unidad de Acceso a la Información Pública y la Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento. Anualmente se celebrarán distintas ediciones, siendo la primera en 2012.","UAIP (Unidad de Acceso a la Información Pública) y
AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento)",En la primera edición participó en el Tribunal un miembro del Consejo Consultivo de la UAIP quien representaba al Poder Legislativo. En la segunda edición se nombró a CAinfo (como miembro titular del Comité de Evaluación del Premio) y a Uruguay Transparente (como miembro alterno del Comité de Evaluación del Premio),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,3,0,c. high,3,1,1,0,1,0,1,0,0,0,1,New,2,Minor,1,Clear,Apr-12,2012,1,d. Complete,4,d. Complete,4,0,on schedule,0,0,0,1,New commitment building existing implementation,1,1
943,1,Uruguay,4. E-Participación Ciudadana,Esta iniciativa promueve que los organismos de la Administración Central cuenten con estándares y modelos de participación e interacción ciudadana a través de canales electrónicos. El organismo responsable es AGESIC. Las metas para 2012 son definir un modelo de participación ciudadana y crear una Plataforma de Participación Ciudadana electrónica. Además desarrollar y promover políticas que guíen la implementación de instancias de participación ciudadana.,AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,4,0,None,0,0,0,1,1,0,0,1,1,1,1,New,2,Minor,1,Clear,Not Specified,2012,1,b. Limited,2,d. Complete,4,2,behind schedule,0,0,0,1,Revision of the commitment to be more achievable or measurable,1,1
944,1,Uruguay,5. Datos abiertos de gobierno,"Promover la apertura de los datos públicos mediante la creación de una Plataforma de Datos Abiertos de Gobierno (datos.gub.uy) y un plan de sensibilización y difusión de Datos Abiertos de Gobierno a nivel nacional. El organismo responsable es AGESIC. En noviembre de 2012 se espera contar con el catálogo de datos oficial, una comunidad de datos abiertos y manuales dirigidos a diferentes públicos (sociedad civil, desarrolladores y ciudadanos en general).",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,NR,NR,NR,NR,NR,0,5,0,b. medium,2,1,1,0,1,0,1,0,0,1,1,New,2,Transformative,3,Clear,2012,Nov-12,1,c. Substantial,3,c. Substantial,3,0,on schedule,1,1,1,1,Further work on basic implementation,1,1
945,1,Uruguay,6. Plan de Alfabetización Digital,"Instaurar el plan de alfabetización digital. Este plan es parte de los esfuerzos macro del país por universalizar el acceso y uso de las Tecnologías de la Información y Comunicación. Los organismos involucrados son: Administración Nacional de Telecomunicaciones (ANTEL), Ministerio de Educación y Cultura (MEC), Oficina Nacional de Servicio Civil (ONSC) y AGESIC. Se espera alcanzar a 100 mil adultos en 2015.",Ministerio de Educación y Cultura (MEC),"ANTEL (Administración Nacional de Telecomunicaciones), ONSC (Oficina Nacional de Servicio Civil), y AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,6,0,b. medium,2,0,0,1,1,1,1,1,0,1,1,Pre-existing,1,Transformative,3,Clear,2010,2015,0,b. Limited,2,c. Substantial,3,1,behind schedule,0,0,0,1,Further work on basic implementation,1,1
946,1,Uruguay,7. Agencia de compras y contrataciones del Estado,"Puesta en marcha de la Agencia de Compras y Contrataciones del Estado. Las compras son un componente vital en la administración pública de un país, que vinculan el sistema financiero con los resultados económicos y sociales. El estado de las compras públicas determina en gran medida la gobernanza y rendimiento de los servicios comunitarios y atraviesa prácticamente todas las áreas de planificación, gestión de programas, y presupuesto. El organismo responsable es Presidencia de la República. Se espera instaurarla a lo largo del quinquenio.",Presidencia de la República,None specified,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,7,0,b. medium,2,0,1,1,1,0,1,0,1,1,1,Pre-existing,1,Moderate,2,Clear,2011,2013,0,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,New commitment building existing implementation,1,1
947,1,Uruguay,8. Government Resource Planning (GRP),"Sistema de planeación, de información y gestión que permite introducir eficiencia y eficacia en el uso de los recursos económicos y materiales. Los organismos que participan en el piloto son: AGESIC, Presidencia de la República y Ministerio de Economía y Finanzas. La meta es contar en todos los Ministerios con una solución de apoyo a la gestión administrativa en una de sus Unidades Ejecutoras, para el año 2015 y usando como base para el intercambio de información entre los sistemas intervinientes la PGE (Plataforma de Gobierno Electrónico).","AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento), Presidencia de la República, y el Ministerio de Economía y Finanzas",None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,8,0,c. high,3,1,1,1,1,0,0,0,0,0,0,Pre-existing,1,Moderate,2,Clear,2012,2015,0,c. Substantial,3,c. Substantial,3,0,on schedule,0,0,0,1,New commitment building existing implementation,1,1
948,1,Uruguay,9. Implantar un sistema de expediente electrónico,Uno de los objetivos planteados a 2015 es contar con Expediente Electrónico para toda la Administración Central. Los organismos involucrados son: AGESIC y organismos involucrados en la implantación. La meta para 2012 es implantarlo en al menos 5 organismos del Estado.,AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),Organismos donde se implanta el expediente electrónico,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,9,0,c. high,3,1,1,1,0,0,0,0,0,0,0,Pre-existing,1,Moderate,2,Clear,2012,2012,1,d. Complete,4,d. Complete,4,0,on schedule,0,0,0,1,New commitment building existing implementation,1,1
949,1,Uruguay,10. Uruguay Concursa,"Desde 2011, existe “Uruguay Concursa” que es un sistema profesional de reclutamiento y selección para la búsqueda de los mejores candidatos para trabajar con el Estado (www.uruguayconcursa.gub.uy). En el 2012 se prevé implantar el módulo ""Vía Presencial"" que permitirá a las personas que lo deseen, registrarse y hacer sus postulaciones en centros MEC y oficinas de los Ministerios. También se planea implantar el proceso completo de selección en toda la administración central, permitiendo un seguimiento detallado y acortando sustancialmente los plazos del mismo.",Oficina Nacional de Servicio Civil,None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,,NR,NR,NR,NR,NR,0,10,0,a. low,1,1,1,0,1,0,1,0,1,1,1,Pre-existing,1,Minor,1,Clear,2012,2012,1,d. Complete,4,d. Complete,4,0,on schedule,0,0,0,1,New commitment building existing implementation,1,1
950,1,Uruguay,11. Software Público Nacional,"En el marco de la optimización de los recursos del Estado, se tienen como objetivo desarrollar una estrategia de Software Publico Nacional. La meta para 2012 es implementar el Portal de Software Público Nacional y disponibilizar la primera aplicación de acuerdo a las políticas que se definan. El organismo responsable es AGESIC.",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,0,11,0,b. medium,2,1,1,1,1,0,1,1,0,1,1,New,2,Moderate,2,Unclear,Not Specified,Not Specified,2,d. Complete,4,d. Complete,4,0,on schedule,1,1,1,1,New commitment building existing implementation,1,1
951,1,Uruguay,12.1 Identificar los trámites de mayor interés para el ciudadano,"Durante el 2012, además de identificar los trámites de mayor interés para el ciudadano, se diseñarán modelos de simplificación de trámites y de indicadores que permitan seguir el proceso de implantación de los trámites en línea. Al terminar el quinquenio se pretende acceder al 80% de los trámites más utilizados de la Administración Central en forma electrónica.",AGESIC (Agencia para el Desarrollo del Gobierno de Gestión Electrónica y la Sociedad de la Información y del Conocimiento),None specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,NR,NR,NR,NR,NR,1,12,0,b. medium,2,1,1,1,0,0,1,1,0,1,1,Pre-existing,1,Transformative,3,Clear,2012,2012,1,d. Complete,4,d. Complete,4,0,on schedule,1,0,1,1,Maintenance and monitoring of completed implementation,1,1
